databaseId	name	imageUrl	cardBack	type	subtype	packName	deckbuilderQuantity	setUuid	numberInPack	encounterSet	encounterNumber	unique	permanent	starting	exceptional	myriad	faction	traits	side	xp	cost	skillWillpower	skillIntellect	skillCombat	skillAgility	skillWild	health	healthPerInvestigator	sanity	uses	enemyDamage	enemyHorror	enemyFight	enemyEvade	shroud	doom	clues	cluesFixed	victoryPoints	vengeance	stage	parallelContent	code	tabooId	tabooName	tabooXp	action	reaction	free	hasBonded	concealed	concealedId	text
token_resource_5	5 Resources	https://dragncards-ahlcg.s3.amazonaws.com/images/standard_tokens/resource5.webp	multi_sided	StandardTokenResource5		Core Set	0	core				0	0	0	0	0			A									0										0				0	token_resource_5	0	None	0	0	0	0	0	0		
token_resource_5	5 Resources	https://dragncards-ahlcg.s3.amazonaws.com/images/standard_tokens/resource5.webp	multi_sided	StandardTokenResource5		Core Set	0	core				0	0	0	0	0			B									0										0				0	token_resource_5	0	None	0	0	0	0	0	0		
token_clue_doom_1	1 Clue	https://dragncards-ahlcg.s3.amazonaws.com/images/standard_tokens/clue1.webp	multi_sided	StandardTokenClueDoom1		Core Set	0	core				0	0	0	0	0			A									0										0				0	token_clue_doom_1	0	None	0	0	0	0	0	0		
token_clue_doom_1	1 Doom	https://dragncards-ahlcg.s3.amazonaws.com/images/standard_tokens/doom1.webp	multi_sided	StandardTokenClueDoom1		Core Set	0	core				0	0	0	0	0			B									0										0				0	token_clue_doom_1	0	None	0	0	0	0	0	0		
token_clue_doom_3	3 Clues	https://dragncards-ahlcg.s3.amazonaws.com/images/standard_tokens/clue3.webp	multi_sided	StandardTokenClueDoom3		Core Set	0	core				0	0	0	0	0			A									0										0				0	token_clue_doom_3	0	None	0	0	0	0	0	0		
token_clue_doom_3	3 Doom	https://dragncards-ahlcg.s3.amazonaws.com/images/standard_tokens/doom3.webp	multi_sided	StandardTokenClueDoom3		Core Set	0	core				0	0	0	0	0			B									0										0				0	token_clue_doom_3	0	None	0	0	0	0	0	0		
token_damage_1	1 Damage	https://dragncards-ahlcg.s3.amazonaws.com/images/standard_tokens/damage1.webp	multi_sided	StandardTokenDamage1		Core Set	0	core				0	0	0	0	0			A									0										0				0	token_damage_1	0	None	0	0	0	0	0	0		
token_damage_1	1 Damage	https://dragncards-ahlcg.s3.amazonaws.com/images/standard_tokens/damage1_flipped.webp	multi_sided	StandardTokenDamage1		Core Set	0	core				0	0	0	0	0			B									0										0				0	token_damage_1	0	None	0	0	0	0	0	0		
token_damage_3	3 Damage	https://dragncards-ahlcg.s3.amazonaws.com/images/standard_tokens/damage3.webp	multi_sided	StandardTokenDamage3		Core Set	0	core				0	0	0	0	0			A									0										0				0	token_damage_3	0	None	0	0	0	0	0	0		
token_damage_3	3 Damage	https://dragncards-ahlcg.s3.amazonaws.com/images/standard_tokens/damage3_flipped.webp	multi_sided	StandardTokenDamage3		Core Set	0	core				0	0	0	0	0			B									0										0				0	token_damage_3	0	None	0	0	0	0	0	0		
token_horror_1	1 Horror	https://dragncards-ahlcg.s3.amazonaws.com/images/standard_tokens/horror1.webp	multi_sided	StandardTokenHorror1		Core Set	0	core				0	0	0	0	0			A									0										0				0	token_horror_1	0	None	0	0	0	0	0	0		
token_horror_1	1 Horror	https://dragncards-ahlcg.s3.amazonaws.com/images/standard_tokens/horror1_flipped.webp	multi_sided	StandardTokenHorror1		Core Set	0	core				0	0	0	0	0			B									0										0				0	token_horror_1	0	None	0	0	0	0	0	0		
token_horror_3	3 Horror	https://dragncards-ahlcg.s3.amazonaws.com/images/standard_tokens/horror3.webp	multi_sided	StandardTokenHorror3		Core Set	0	core				0	0	0	0	0			A									0										0				0	token_horror_3	0	None	0	0	0	0	0	0		
token_horror_3	3 Horror	https://dragncards-ahlcg.s3.amazonaws.com/images/standard_tokens/horror3_flipped.webp	multi_sided	StandardTokenHorror3		Core Set	0	core				0	0	0	0	0			B									0										0				0	token_horror_3	0	None	0	0	0	0	0	0		
tfa_binoculars	Binoculars	tfa_supplies/binoculars.webp	multi_sided	Supplies		The Forgotten Age	0	tfa				0	0	0	0	0			A									0										0				0	tfa_binoculars	0	None	0	0	0	0	0	0		
tfa_binoculars	Binoculars	tfa_supplies/binoculars.webp	multi_sided	Supplies		The Forgotten Age	0	tfa				0	0	0	0	0			B									0										0				0	tfa_binoculars	0	None	0	0	0	0	0	0		
tfa_blanket	Blanket	tfa_supplies/blanket.webp	multi_sided	Supplies		The Forgotten Age	0	tfa				0	0	0	0	0			A									0										0				0	tfa_blanket	0	None	0	0	0	0	0	0		
tfa_blanket	Blanket	tfa_supplies/blanket.webp	multi_sided	Supplies		The Forgotten Age	0	tfa				0	0	0	0	0			B									0										0				0	tfa_blanket	0	None	0	0	0	0	0	0		
tfa_canteen	Canteen	tfa_supplies/canteen.webp	multi_sided	Supplies		The Forgotten Age	0	tfa				0	0	0	0	0			A									0										0				0	tfa_canteen	0	None	0	0	0	0	0	0		
tfa_canteen	Canteen	tfa_supplies/canteen.webp	multi_sided	Supplies		The Forgotten Age	0	tfa				0	0	0	0	0			B									0										0				0	tfa_canteen	0	None	0	0	0	0	0	0		
tfa_chalk	Chalk	tfa_supplies/chalk.webp	multi_sided	Supplies		The Forgotten Age	0	tfa				0	0	0	0	0			A									0										0				0	tfa_chalk	0	None	0	0	0	0	0	0		
tfa_chalk	Chalk	tfa_supplies/chalk.webp	multi_sided	Supplies		The Forgotten Age	0	tfa				0	0	0	0	0			B									0										0				0	tfa_chalk	0	None	0	0	0	0	0	0		
tfa_compass	Compass	tfa_supplies/compass.webp	multi_sided	Supplies		The Forgotten Age	0	tfa				0	0	0	0	0			A									0										0				0	tfa_compass	0	None	0	0	0	0	0	0		
tfa_compass	Compass	tfa_supplies/compass.webp	multi_sided	Supplies		The Forgotten Age	0	tfa				0	0	0	0	0			B									0										0				0	tfa_compass	0	None	0	0	0	0	0	0		
tfa_gasoline	Gasoline	tfa_supplies/gasoline.webp	multi_sided	Supplies		The Forgotten Age	0	tfa				0	0	0	0	0			A									0										0				0	tfa_gasoline	0	None	0	0	0	0	0	0		
tfa_gasoline	Gasoline	tfa_supplies/gasoline.webp	multi_sided	Supplies		The Forgotten Age	0	tfa				0	0	0	0	0			B									0										0				0	tfa_gasoline	0	None	0	0	0	0	0	0		
tfa_map	Map	tfa_supplies/map.webp	multi_sided	Supplies		The Forgotten Age	0	tfa				0	0	0	0	0			A									0										0				0	tfa_map	0	None	0	0	0	0	0	0		
tfa_map	Map	tfa_supplies/map.webp	multi_sided	Supplies		The Forgotten Age	0	tfa				0	0	0	0	0			B									0										0				0	tfa_map	0	None	0	0	0	0	0	0		
tfa_medicine	Medicine	tfa_supplies/medicine.webp	multi_sided	Supplies		The Forgotten Age	0	tfa				0	0	0	0	0			A									0										0				0	tfa_medicine	0	None	0	0	0	0	0	0		
tfa_medicine	Medicine	tfa_supplies/medicine.webp	multi_sided	Supplies		The Forgotten Age	0	tfa				0	0	0	0	0			B									0										0				0	tfa_medicine	0	None	0	0	0	0	0	0		
tfa_pendant	Pendant	tfa_supplies/pendant.webp	multi_sided	Supplies		The Forgotten Age	0	tfa				0	0	0	0	0			A									0										0				0	tfa_pendant	0	None	0	0	0	0	0	0		
tfa_pendant	Pendant	tfa_supplies/pendant.webp	multi_sided	Supplies		The Forgotten Age	0	tfa				0	0	0	0	0			B									0										0				0	tfa_pendant	0	None	0	0	0	0	0	0		
tfa_pickaxe	Pickaxe	tfa_supplies/pickaxe.webp	multi_sided	Supplies		The Forgotten Age	0	tfa				0	0	0	0	0			A									0										0				0	tfa_pickaxe	0	None	0	0	0	0	0	0		
tfa_pickaxe	Pickaxe	tfa_supplies/pickaxe.webp	multi_sided	Supplies		The Forgotten Age	0	tfa				0	0	0	0	0			B									0										0				0	tfa_pickaxe	0	None	0	0	0	0	0	0		
tfa_pocketknife	Pocketknife	tfa_supplies/pocketknife.webp	multi_sided	Supplies		The Forgotten Age	0	tfa				0	0	0	0	0			A									0										0				0	tfa_pocketknife	0	None	0	0	0	0	0	0		
tfa_pocketknife	Pocketknife	tfa_supplies/pocketknife.webp	multi_sided	Supplies		The Forgotten Age	0	tfa				0	0	0	0	0			B									0										0				0	tfa_pocketknife	0	None	0	0	0	0	0	0		
tfa_provisions	Provisions	tfa_supplies/provisions.webp	multi_sided	Supplies		The Forgotten Age	0	tfa				0	0	0	0	0			A									0										0				0	tfa_provisions	0	None	0	0	0	0	0	0		
tfa_provisions	Provisions	tfa_supplies/provisions.webp	multi_sided	Supplies		The Forgotten Age	0	tfa				0	0	0	0	0			B									0										0				0	tfa_provisions	0	None	0	0	0	0	0	0		
tfa_rope	Rope	tfa_supplies/rope.webp	multi_sided	Supplies		The Forgotten Age	0	tfa				0	0	0	0	0			A									0										0				0	tfa_rope	0	None	0	0	0	0	0	0		
tfa_rope	Rope	tfa_supplies/rope.webp	multi_sided	Supplies		The Forgotten Age	0	tfa				0	0	0	0	0			B									0										0				0	tfa_rope	0	None	0	0	0	0	0	0		
tfa_torches	Torches	tfa_supplies/torches.webp	multi_sided	Supplies		The Forgotten Age	0	tfa				0	0	0	0	0			A									0										0				0	tfa_torches	0	None	0	0	0	0	0	0		
tfa_torches	Torches	tfa_supplies/torches.webp	multi_sided	Supplies		The Forgotten Age	0	tfa				0	0	0	0	0			B									0										0				0	tfa_torches	0	None	0	0	0	0	0	0		
tfa_key_of_eztli	Key of Eztli	tfa_supplies/key_of_eztli.webp	multi_sided	Supplies		Return to the Forgotten Age	0	rttfa				0	0	0	0	0			A									0										0				0	tfa_key_of_eztli	0	None	0	0	0	0	0	0		
tfa_key_of_eztli	Key of Eztli	tfa_supplies/key_of_eztli.webp	multi_sided	Supplies		Return to the Forgotten Age	0	rttfa				0	0	0	0	0			B									0										0				0	tfa_key_of_eztli	0	None	0	0	0	0	0	0		
tfa_mysterious_scepter	Mysterious Scepter	tfa_supplies/mysterious_scepter.webp	multi_sided	Supplies		Return to the Forgotten Age	0	rttfa				0	0	0	0	0			A									0										0				0	tfa_mysterious_scepter	0	None	0	0	0	0	0	0		
tfa_mysterious_scepter	Mysterious Scepter	tfa_supplies/mysterious_scepter.webp	multi_sided	Supplies		Return to the Forgotten Age	0	rttfa				0	0	0	0	0			B									0										0				0	tfa_mysterious_scepter	0	None	0	0	0	0	0	0		
tfa_sticky_goop	Sticky Goop	tfa_supplies/sticky_goop.webp	multi_sided	Supplies		Return to the Forgotten Age	0	rttfa				0	0	0	0	0			A									0										0				0	tfa_sticky_goop	0	None	0	0	0	0	0	0		
tfa_sticky_goop	Sticky Goop	tfa_supplies/sticky_goop.webp	multi_sided	Supplies		Return to the Forgotten Age	0	rttfa				0	0	0	0	0			B									0										0				0	tfa_sticky_goop	0	None	0	0	0	0	0	0		
rop_chalk	Chalk	rop_supplies/chalk.webp	multi_sided	Supplies		Relics of the Past	0	rop				0	0	0	0	0			A									0										0				0	rop_chalk	0	None	0	0	0	0	0	0		
rop_chalk	Chalk	rop_supplies/chalk.webp	multi_sided	Supplies		Relics of the Past	0	rop				0	0	0	0	0			B									0										0				0	rop_chalk	0	None	0	0	0	0	0	0		
rop_compass	Compass	rop_supplies/compass.webp	multi_sided	Supplies		Relics of the Past	0	rop				0	0	0	0	0			A									0										0				0	rop_compass	0	None	0	0	0	0	0	0		
rop_compass	Compass	rop_supplies/compass.webp	multi_sided	Supplies		Relics of the Past	0	rop				0	0	0	0	0			B									0										0				0	rop_compass	0	None	0	0	0	0	0	0		
rop_journal	Journal	rop_supplies/journal.webp	multi_sided	Supplies		Relics of the Past	0	rop				0	0	0	0	0			A									0										0				0	rop_journal	0	None	0	0	0	0	0	0		
rop_journal	Journal	rop_supplies/journal.webp	multi_sided	Supplies		Relics of the Past	0	rop				0	0	0	0	0			B									0										0				0	rop_journal	0	None	0	0	0	0	0	0		
rop_satchel	Satchel	rop_supplies/satchel.webp	multi_sided	Supplies		Relics of the Past	0	rop				0	0	0	0	0			A									0										0				0	rop_satchel	0	None	0	0	0	0	0	0		
rop_satchel	Satchel	rop_supplies/satchel.webp	multi_sided	Supplies		Relics of the Past	0	rop				0	0	0	0	0			B									0										0				0	rop_satchel	0	None	0	0	0	0	0	0		
rop_torches	Torches	rop_supplies/torches.webp	multi_sided	Supplies		Relics of the Past	0	rop				0	0	0	0	0			A									0										0				0	rop_torches	0	None	0	0	0	0	0	0		
rop_torches	Torches	rop_supplies/torches.webp	multi_sided	Supplies		Relics of the Past	0	rop				0	0	0	0	0			B									0										0				0	rop_torches	0	None	0	0	0	0	0	0		
tarot_00_the_fool	The Fool • 0	tarot/00_the_fool.webp	multi_sided	Tarot		Return to the Circle Undone	0	rttcu				0	0	0	0	0			A									0										0				0	tarot_00_the_fool	0	None	0	0	0	0	0	0		
tarot_00_the_fool	Tarot Card	https://dragncards-ahlcg.s3.amazonaws.com/images/card_backs/tarot.webp	multi_sided	Tarot		Return to the Circle Undone	0	rttcu				0	0	0	0	0			B									0										0				0	tarot_00_the_fool	0	None	0	0	0	0	0	0		
tarot_00_the_fool	The Fool • 0 (Reversed)	tarot/00_the_fool_reversed.webp	multi_sided	Tarot		Return to the Circle Undone	0	rttcu				0	0	0	0	0			C									0										0				0	tarot_00_the_fool	0	None	0	0	0	0	0	0		
tarot_00_the_fool	Tarot Card	https://dragncards-ahlcg.s3.amazonaws.com/images/card_backs/tarot.webp	multi_sided	Tarot		Return to the Circle Undone	0	rttcu				0	0	0	0	0			D									0										0				0	tarot_00_the_fool	0	None	0	0	0	0	0	0		
tarot_01_the_magician	The Magician • I	tarot/01_the_magician.webp	multi_sided	Tarot		Return to the Circle Undone	0	rttcu				0	0	0	0	0			A									0										0				0	tarot_01_the_magician	0	None	0	0	0	0	0	0		
tarot_01_the_magician	Tarot Card	https://dragncards-ahlcg.s3.amazonaws.com/images/card_backs/tarot.webp	multi_sided	Tarot		Return to the Circle Undone	0	rttcu				0	0	0	0	0			B									0										0				0	tarot_01_the_magician	0	None	0	0	0	0	0	0		
tarot_01_the_magician	The Magician • I (Reversed)	tarot/01_the_magician_reversed.webp	multi_sided	Tarot		Return to the Circle Undone	0	rttcu				0	0	0	0	0			C									0										0				0	tarot_01_the_magician	0	None	0	0	0	0	0	0		
tarot_01_the_magician	Tarot Card	https://dragncards-ahlcg.s3.amazonaws.com/images/card_backs/tarot.webp	multi_sided	Tarot		Return to the Circle Undone	0	rttcu				0	0	0	0	0			D									0										0				0	tarot_01_the_magician	0	None	0	0	0	0	0	0		
tarot_02_the_high_priestess	The High Priestess • II	tarot/02_the_high_priestess.webp	multi_sided	Tarot		Return to the Circle Undone	0	rttcu				0	0	0	0	0			A									0										0				0	tarot_02_the_high_priestess	0	None	0	0	0	0	0	0		
tarot_02_the_high_priestess	Tarot Card	https://dragncards-ahlcg.s3.amazonaws.com/images/card_backs/tarot.webp	multi_sided	Tarot		Return to the Circle Undone	0	rttcu				0	0	0	0	0			B									0										0				0	tarot_02_the_high_priestess	0	None	0	0	0	0	0	0		
tarot_02_the_high_priestess	The High Priestess • II (Reversed)	tarot/02_the_high_priestess_reversed.webp	multi_sided	Tarot		Return to the Circle Undone	0	rttcu				0	0	0	0	0			C									0										0				0	tarot_02_the_high_priestess	0	None	0	0	0	0	0	0		
tarot_02_the_high_priestess	Tarot Card	https://dragncards-ahlcg.s3.amazonaws.com/images/card_backs/tarot.webp	multi_sided	Tarot		Return to the Circle Undone	0	rttcu				0	0	0	0	0			D									0										0				0	tarot_02_the_high_priestess	0	None	0	0	0	0	0	0		
tarot_03_the_empress	The Empress • III	tarot/03_the_empress.webp	multi_sided	Tarot		Return to the Circle Undone	0	rttcu				0	0	0	0	0			A									0										0				0	tarot_03_the_empress	0	None	0	0	0	0	0	0		
tarot_03_the_empress	Tarot Card	https://dragncards-ahlcg.s3.amazonaws.com/images/card_backs/tarot.webp	multi_sided	Tarot		Return to the Circle Undone	0	rttcu				0	0	0	0	0			B									0										0				0	tarot_03_the_empress	0	None	0	0	0	0	0	0		
tarot_03_the_empress	The Empress • III (Reversed)	tarot/03_the_empress_reversed.webp	multi_sided	Tarot		Return to the Circle Undone	0	rttcu				0	0	0	0	0			C									0										0				0	tarot_03_the_empress	0	None	0	0	0	0	0	0		
tarot_03_the_empress	Tarot Card	https://dragncards-ahlcg.s3.amazonaws.com/images/card_backs/tarot.webp	multi_sided	Tarot		Return to the Circle Undone	0	rttcu				0	0	0	0	0			D									0										0				0	tarot_03_the_empress	0	None	0	0	0	0	0	0		
